id,Patent number,link,title,inventor name,date,num pages
3434,US-20230050809-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230050809,TIME MANAGEMENT FOR ENHANCED QUANTUM CIRCUIT OPERATION EMPLOYING A HYBRID CLASSICAL/QUANTUM SYSTEM,Ruedinger; Jeffrey Joseph,2023-02-16,35
3435,US-20230051400-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230051400,System and Method for Fusion of Volumetric and Surface Scan Images,Ezhov; Matvey et al.,2023-02-16,40
3436,US-20230051306-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230051306,MULTI-USER VOICE ASSISTANT WITH DISAMBIGUATION,Karri; Venkata Vara Prasad et al.,2023-02-16,15
3437,US-20230045950-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230045950,COUNTERFACTUAL SELF-TRAINING,Gao; Ruijiang et al.,2023-02-16,24
3438,US-20230046213-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230046213,AI ENABLED COUPON CODE GENERATION FOR IMPROVED USER EXPERIENCE,Karri; Venkata Vara Prasad et al.,2023-02-16,18
3439,US-20230046893-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230046893,METHODS AND SYSTEMS FOR LEVERAGING COMPUTER-AIDED DESIGN VARIABILITY IN SYNTHESIS TUNING,ZIEGLER; Matthew Mantell et al.,2023-02-16,21
3440,US-11576934-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11576934,Methods and compositions for immunomodulation,Mata-Fink; Jordi et al.,2023-02-14,157
3441,US-11581070-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11581070,Electronic medical record summary and presentation,Boloor; Keerthana et al.,2023-02-14,25
3442,US-11576921-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11576921,Pharmaceutical compositions and methods,Altschul; Randice Lisa et al.,2023-02-14,130
3443,US-11580534-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580534,Auditing of electronic documents,Snow; Paul et al.,2023-02-14,41
3444,US-11580881-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580881,Shape-matrix geometric instrument,Cramer; Jonathan,2023-02-14,33
3445,US-11580144-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580144,Search indexing using discourse trees,Galitsky; Boris,2023-02-14,45
3446,US-11576900-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11576900,Compositions and methods of reducing serum cholesterol and PCSK9,Stamler; Jonathan S.,2023-02-14,46
3447,US-11578155-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11578155,Ethylene-propylene linear copolymers as viscosity modifiers,Zhang; Jingwen et al.,2023-02-14,36
3448,US-11582762-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11582762,Method and device for transmitting combined signal generated based on determining a combined weight,Ko; Jaeyun,2023-02-14,16
3449,US-11580448-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580448,Transaction-enabled systems and methods for royalty apportionment and stacking,Cella; Charles Howard,2023-02-14,534
3450,US-11580535-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580535,Recordation of device usage to public/private blockchains,Snow; Paul,2023-02-14,57
3451,US-11580243-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580243,System for authorizing rendering of objects in three-dimensional spaces,Collart; Todd,2023-02-14,51
3452,US-11581086-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11581086,System and method for delivering a digital therapeutic specific to a users EMS and profile,Moskowitz; Michael Phillips,2023-02-14,38
3453,US-11581069-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11581069,Intelligent generation of customized questionnaires,Tommasi; Pierpaolo et al.,2023-02-14,20
3454,US-11580180-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580180,Job prospect and applicant information processing,Kent; Daniel et al.,2023-02-14,42
3455,US-11577036-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11577036,Systems and methods for insomnia screening and management,Shouldice; Redmond,2023-02-14,24
3456,US-11579897-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11579897,"Systems, methods, and apparatus for software defined silicon security",Bartfai-Walcott; Katalin Klara et al.,2023-02-14,98
3457,US-11580869-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580869,Computer-implemented interfaces for identifying and revealing selected objects from video,Smith; Garry Anthony et al.,2023-02-14,56
3458,US-11580951-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580951,Speaker identity and content de-identification,Gkoulalas-Divanis; Aris et al.,2023-02-14,27
3459,US-11582722-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11582722,Sidelink beam configuration and indication,Akkarakaran; Sony et al.,2023-02-14,40
3460,US-11580322-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580322,Scalable attributed graph embedding for large-scale graph analytics,Wu; Lingfei,2023-02-14,17
3461,US-11582106-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11582106,Automatic discovery of cloud-based infrastructure and resources,Hameiri; Shiri et al.,2023-02-14,65
3462,US-11582453-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11582453,Multi-model selection for neural network based tools in video coding,Li; Zeqiang et al.,2023-02-14,16
3463,US-11582312-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11582312,Color-sensitive virtual markings of objects,Berliner; Tamir et al.,2023-02-14,167
3464,US-11581007-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11581007,Preventing audio delay-induced miscommunication in audio/video conferences,Suto; Tiberiu et al.,2023-02-14,15
3465,US-11580150-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580150,Database generation from natural language text documents,Gutta; Jaya Prakash Narayana et al.,2023-02-14,24
3466,US-11580734-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580734,Distinguishing real from virtual objects in immersive reality,Soryal; Joseph,2023-02-14,29
3467,US-11579611-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11579611,Predicting localized population densities for generating flight routes,Lopez; Javier Alonso et al.,2023-02-14,37
3468,US-11576631-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11576631,System and method for generating a virtual mathematical model of the dental (stomatognathic) system,Rubio; Marcos Rubio et al.,2023-02-14,22
3469,US-11580737-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11580737,Search results within segmented communication session content,Miller-Smith; Andrew et al.,2023-02-14,22
3470,US-20230044704-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230044704,ADAPTIVE PUBLISHING FOR CONTENT DISTRIBUTION,Meijer; Paul et al.,2023-02-09,16
3471,US-20230040917-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230040917,"ENHANCED CLASSROOM APPLICATIONS, METHODS, AND SYSTEMS USING SENSOR RELAYS INCLUDING SOLAR AND VIRTUAL EMBODIMENTS",Clarke; James Lowell Ramsey et al.,2023-02-09,68
3472,US-20230043271-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230043271,ADJUVANT COMPOSITIONS FOR PLANT TREATMENT CHEMICALS,LEFILES; James Holt et al.,2023-02-09,51
3473,US-20230041117-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230041117,"Monitoring and analyzing body language with machine learning, using artificial intelligence systems for improving interaction between humans, and humans and robots",STOKMAN; Henricus Meinardus Gerardus et al.,2023-02-09,23
3474,US-20230039710-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230039710,SYSTEM AND METHOD FOR TEACHING CURRICULUM AS AN EDUCATIONAL GAME,Moore; Hunter et al.,2023-02-09,94
3475,US-20230041057-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230041057,TREATMENT METHODS,Flechtner; Jessica Baker et al.,2023-02-09,163
3476,US-20230037360-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230037360,SYSTEMS AND METHODS FOR DETERMINING A SLEEP TIME,Lopes; Cesar et al.,2023-02-09,28
3477,US-20230043847-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230043847,BEAMFORMING AND CARRIER AGGREGATION,HAUSTEIN; Thomas et al.,2023-02-09,56
3478,US-20230044523-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230044523,CURRICULUM MANAGEMENT AND ENROLMENT SYSTEM,Ashford; Graham,2023-02-09,19
3479,US-20230043543-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230043543,SYSTEM AND METHOD FOR DETERMINING AND PRESENTING CLINICAL ANSWERS,Gnanasambandam; Nathan et al.,2023-02-09,81
3480,US-20230043625-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230043625,METHODS AND APPARATUSES FOR A MODULAR AND EXTENSIBLE ADVERTISEMENT REQUEST,Bonvolanta; Anthony F. et al.,2023-02-09,27
3481,US-20230042654-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230042654,ACTION SYNCHRONIZATION FOR TARGET OBJECT,ZHANG; Wenjie,2023-02-09,26
3482,US-20230040095-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230040095,"METHOD FOR PRE-TRAINING MODEL, DEVICE, AND STORAGE MEDIUM",SHANG; Junyuan et al.,2023-02-09,15
3483,US-20230042234-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230042234,"METHOD FOR TRAINING MODEL, DEVICE, AND STORAGE MEDIUM",XU; Yangliu et al.,2023-02-09,26
3484,US-20230045715-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230045715,"TEXT DETECTION METHOD, TEXT RECOGNITION METHOD AND APPARATUS",ZHANG; Chengquan et al.,2023-02-09,20
3485,US-20230043118-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230043118,PATIENT CARE METHODS AND SYSTEMS THROUGH ARTIFICIAL INTELLIGENCE-BASED MONITORING,Kim; Yoon Tae,2023-02-09,30
3486,US-20230037493-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230037493,INTER-USER EQUIPMENT COORDINATION CONFLICT INDICATION FOR HALF-DUPLEX CONSTRAINT,WU; Shuanshuan et al.,2023-02-09,43
3487,US-20230045044-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230045044,SURGICAL SIMULATION NETWORK SYSTEM,Ovchinnikov; Mikhail et al.,2023-02-09,44
3488,US-20230039792-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230039792,DEEP TAGGING ARTIFACT REVIEW SESSION,McHugh; Manus Kevin et al.,2023-02-09,25
3489,US-20230042641-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230042641,LEARNING SYSTEM THAT AUTOMATICALLY CONVERTS ENTERTAINMENT SCREEN TIME INTO LEARNING TIME,Ryan; Justin,2023-02-09,47
3490,US-20230042956-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230042956,ACCESS MANAGEMENT SYSTEM,Carter; Ronald,2023-02-09,64
3491,US-20230043505-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230043505,DEEP LEARNING SOFTWARE MODEL MODIFICATION,Yin; Kun Yan et al.,2023-02-09,21
3492,US-20230044043-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230044043,METHOD AND SYSTEM FOR AUTOMATED GRADING AND TRADING OF NUMISMATICS AND TRADING CARDS,Johnson; Mike,2023-02-09,19
3493,US-20230044417-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230044417,DEVICE PAIRING USING WIRELESS COMMUNICATION BASED ON VOICE COMMAND CONTEXT,Nagar; Raghuveer Prasad et al.,2023-02-09,26
3494,US-20230044499-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230044499,MACHINE LEARNING BASED SUPERVISED USER EXPERIENCE FOR AN APPLICATION MONITORED BY MULTIPLE SECONDARY APPLICATIONS,Schoppe; Owen Winnie et al.,2023-02-09,14
3495,US-20230039584-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230039584,DATA ACCESS CONTROL MANAGEMENT COMPUTER SYSTEM FOR EVENT DRIVEN DYNAMIC SECURITY,Luo; Lan et al.,2023-02-09,30
3496,US-20230040564-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230040564,Learning Causal Relationships,Wang; Qing et al.,2023-02-09,23
3497,US-20230041557-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230041557,NURSERY BASED DEVICES WITH CONNECTIVITY TO IOT ECOSYSTEM,Lee; Agnes Yena et al.,2023-02-09,51
3498,US-20230041580-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230041580,SURGICAL INSTRUMENTATION EDUCATIONAL AND TRAINING PLATFORM,Zaret; David I. et al.,2023-02-09,32
3499,US-20230043363-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230043363,ARTIFICIAL INTELLIGENCE BASED MATERIAL SCREENING FOR TARGET PROPERTIES,Neumann Barros Ferreira; Rodrigo et al.,2023-02-09,24
3500,US-20230044000-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230044000,SYSTEM AND METHOD USING AI MEDICATION ASSISTANT AND REMOTE PATIENT MONITORING (RPM) DEVICES,Ramakrishnan; Sreeram K. et al.,2023-02-09,13
3501,US-20230044296-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230044296,METHOD AND APPARATUS FOR PROVIDING USER WITH LEARNING JOURNEY,CHU; Su Hong et al.,2023-02-09,19
3502,US-20230037657-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230037657,User-Configured Music Room Digital Assets in Virtual Environments,Sachson; Thomas,2023-02-09,23
3503,US-20230039397-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230039397,USING ARTIFICIAL INTELLIGENCE TO OPTIMIZE SEAM PLACEMENT ON 3D MODELS,Lu; Cindy Han et al.,2023-02-09,15
3504,US-20230038849-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230038849,DYNAMIC PAIRING OF DEVICES BASED ON WORKFLOW HISTORY FOR WIRELESS COMMUNICATION,Perumalla; Saraswathi Sailaja et al.,2023-02-09,26
3505,US-20230037308-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230037308,DISTRIBUTED MACHINE LEARNING IN EDGE COMPUTING,Qin; Dong et al.,2023-02-09,18
3506,US-11573831-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11573831,Optimizing resource usage in distributed computing environments by dynamically adjusting resource unit size,Li; Xiao Jie et al.,2023-02-07,18
3507,US-11574552-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574552,Method and apparatus of diagnostic test,Won; Joon Hee et al.,2023-02-07,26
3508,US-11574204-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574204,Integrity evaluation of unstructured processes using artificial intelligence (AI) techniques,Lu; Mingzhu,2023-02-07,28
3509,US-11571263-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11571263,Mixed-reality surgical system with physical markers for registration of virtual models,Moore; Jesse G. et al.,2023-02-07,258
3510,US-11571441-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11571441,Sideroflexins as mitochondrial serine transporters,Sabatini; David M. et al.,2023-02-07,82
3511,US-11573317-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11573317,Augmented reality platform and method for use of same,Thoresen; Lucas Kane et al.,2023-02-07,19
3512,US-11574272-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574272,Systems and methods for maximizing employee return on investment,Suresh; Padmashri,2023-02-07,20
3513,US-11574377-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574377,Intelligent on-demand management of ride sharing in a transportation system,Monteil; Julien et al.,2023-02-07,25
3514,US-11574186-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574186,Cognitive data pseudonymization,Iyoob; Ilyas Mohamed et al.,2023-02-07,30
3515,US-11573967-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11573967,Enterprise knowledge graphs using multiple toolkits,Meyerzon; Dmitriy et al.,2023-02-07,42
3516,US-11572423-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11572423,Processes for introduction of liquid activators in olefin polymerization reactions,Reed; Aaron H. et al.,2023-02-07,38
3517,US-11574282-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574282,Optimal cargo space utilization based on detection of items,Bhat; Ramprasad et al.,2023-02-07,30
3518,US-11573994-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11573994,Encoding entity representations for cross-document coreference,Glass; Michael Robert et al.,2023-02-07,31
3519,US-11574215-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574215,Efficiency driven data collection and machine learning modeling recommendation,Zeng; Sai et al.,2023-02-07,20
3520,US-11575998-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11575998,Method and system for customized amplification of auditory signals based on switching of tuning profiles,Sahgal; Narendar Bahadur,2023-02-07,67
3521,US-11574362-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11574362,AI-based vehicle support system and method for use therewith,Li; Zhi (James) et al.,2023-02-07,42
3522,US-11575528-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11575528,"Dynamic virtual meeting, online webinar and distance-based education systems and methods",Nandikotkur; Achyuth et al.,2023-02-07,20
3523,US-11572733-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11572733,Smart table with built-in lockers,Eidam; Kourtney et al.,2023-02-07,39
3524,US-11575676-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11575676,"Computer implemented networking system and method for creating, sharing and archiving content including the use of a user interface (UI) virtual environment and associated rooms, content prompting tool, content vault, and intelligent template-driven content posting (AKA archive and networking platform)",Banks; Todd M,2023-02-07,57
3525,US-20230032230-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230032230,CROSS-SCREEN OPTIMIZATION OF ADVERTISING PLACEMENT,Ray; Debajyoti et al.,2023-02-02,35
3526,US-20230033576-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230033576,SYSTEMS AND METHODS OF ESTABLISHING A COMMUNICATION SESSION FOR LIVE REVIEW OF ULTRASOUND SCANNING,LEMAITRE; Julien et al.,2023-02-02,17
3527,US-20230034337-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230034337,ANIMAL DATA PREDICTION SYSTEM,GORSKI; Mark et al.,2023-02-02,46
3528,US-20230029678-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230029678,GENERATING CLUSTERED EVENT EPISODE BUNDLES FOR PRESENTATION AND ACTION,GNANASAMBANDAM; Nathan et al.,2023-02-02,63
3529,US-20230033047-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230033047,Estrogen Metabolite Levels And Cancer Driver Gene Mutations In Lung Cancer Risk Stratification And Treatment,Clapper; Margie L. et al.,2023-02-02,20
3530,US-20230033828-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230033828,"INFORMATION PROCESSING DEVICE, INFORMATION PROCESSING METHOD, AND PROGRAM",MACHIDA; KEITARO et al.,2023-02-02,26
3531,US-20230033160-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230033160,GENERATING A REGISTRY OF PEOPLE USING A CRITERIA AND PERFORMING AN ACTION FOR THE REGISTRY OF PEOPLE,GNANASAMBANDAM; Nathan et al.,2023-02-02,63
