search URL:,https://patents.google.com/?q=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29&oq=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10950020-B2,Real-time AR content management and intelligent data analysis system ,"Integem, Inc.",Eliza Y. Du,2017-05-06,2018-05-07,2021-03-16,2021-03-16,https://patents.google.com/patent/US10950020B2/en,https://patentimages.storage.googleapis.com/b5/bd/ac/cf7fef20ea0471/US10950020-20210316-D00000.png
US-2019279281-A1,Heterogeneous data stream processing for a smart cart ,Ebay Inc.,"Sudeep Kumar, Deepak Kumar Vasthimal",2018-03-12,2018-03-12,2019-09-12,,https://patents.google.com/patent/US20190279281A1/en,https://patentimages.storage.googleapis.com/d0/38/a8/18895c9731b2ea/US20190279281A1-20190912-D00000.png
US-2020193859-A1,"Tool, system and method for mixed-reality awareness educational environments ",Carnegie Mellon University,"Kenneth Holstein, Bruce M. McLaren, Vincent Aleven",2018-12-17,2019-12-17,2020-06-18,,https://patents.google.com/patent/US20200193859A1/en,https://patentimages.storage.googleapis.com/a8/ef/aa/45bf4e39656329/US20200193859A1-20200618-D00000.png
US-9390081-B2,System for handling abbreviation related text ,International Business Machines Corporation,"Kelley L. ANDERS, Trudy L. Hewitt, Kimberly D. McCall",2014-10-09,2015-12-18,2016-07-12,2016-07-12,https://patents.google.com/patent/US9390081B2/en,https://patentimages.storage.googleapis.com/4e/fb/aa/e56408974cfbdf/US09390081-20160712-D00000.png
KR-102581103-B1,"A multifactorial, machine-learning based prioritization framework for optimizing patient placement. ",제너럴 일렉트릭 캄파니,"사바누어 라이, 벡스 조지 토마스, 앤드류 데이",2018-08-23,2019-08-22,2023-09-20,2023-09-20,https://patents.google.com/patent/KR102581103B1/en,https://patentimages.storage.googleapis.com/75/51/ae/31c72aa280bf55/112021025134811-pct00027.png
US-2018165604-A1,Systems and methods for automating data science machine learning analytical workflows ,U2 Science Labs A Montana,"Andrew M. Minkin, Mark McNally, William Knight, Stephane Major, Richard Lamoreaux, Leandro Hernandez",2016-12-09,2017-12-08,2018-06-14,,https://patents.google.com/patent/US20180165604A1/en,https://patentimages.storage.googleapis.com/25/ea/af/f556d34f4024df/US20180165604A1-20180614-D00000.png
US-11055652-B1,System for sharing detection logic through a cloud-based exchange platform ,"Anvilogic, Inc.","Karthik Kannan, Deb Banerjee",2019-11-22,2020-11-20,2021-07-06,2021-07-06,https://patents.google.com/patent/US11055652B1/en,https://patentimages.storage.googleapis.com/49/15/cf/cda3a67e28d960/US11055652-20210706-D00000.png
CA-2973478-C,Healthcare data interchange system and method ,"Pricewaterhousecoopers Llp, Mark MYNHIER, Dhiraj PATHAK, PwC Product Sales LLC","Mark MYNHIER, Dhiraj PATHAK",2015-01-16,2016-01-16,2019-04-16,2019-04-16,https://patents.google.com/patent/CA2973478C/en,
US-11005290-B2,Electric grid control system based on peer-to-peer network ,Innogy Innovation Gmbh,"Carsten Stöcker, Jürgen Waffner",2017-03-03,2019-09-03,2021-05-11,2021-05-11,https://patents.google.com/patent/US11005290B2/en,https://patentimages.storage.googleapis.com/9a/7d/b6/be8988354f7a90/US11005290-20210511-D00000.png
US-2019198169-A1,Patient healthcare interaction device and methods for implementing the same ,General Electric Company,"Satyanarayana T, Abraham Gogulamudi",2017-12-27,2018-03-02,2019-06-27,,https://patents.google.com/patent/US20190198169A1/en,https://patentimages.storage.googleapis.com/06/69/0f/38763af2addd05/US20190198169A1-20190627-D00000.png
JP-2022520968-A,Estimating object attributes using visual image data ,テスラ，インコーポレイテッド,"アンソニー マスク，ジェームズ, クマール サハイ，スウプニル, クマール エルスワミー，アショック",2019-02-19,2020-02-07,2022-04-04,,https://patents.google.com/patent/JP2022520968A/en,https://patentimages.storage.googleapis.com/43/a2/0c/7f3b2e1db48ae0/2022520968000002.png
US-10956864-B2,"Secure smart container assembly, systems, and methods ","Carefusion 303, Inc.","Michael RAHILLY, Brendan John Burgess, Ramkumar Subramanian, Mustafa YUSUFI, Monica Wyly",2019-06-27,2020-06-26,2021-03-23,2021-03-23,https://patents.google.com/patent/US10956864B2/en,https://patentimages.storage.googleapis.com/63/c4/c3/bb72d0e77a28b6/US10956864-20210323-D00000.png
JP-2022523084-A,Prediction of 3D features for autonomous driving ,テスラ，インコーポレイテッド,"クマー エルスワミー，アショク, バウホ，マシュー, ペイン，クリストファー, カーパシー，アンドレイ, シュロフ，ダヴァル, ラマナンダン，アーヴィンド, ロバート ハワード ヘークウィル，ジェームズ",2019-02-01,2020-01-28,2022-04-21,,https://patents.google.com/patent/JP2022523084A/en,https://patentimages.storage.googleapis.com/4d/a6/11/b9a1d2bb39b057/2022523084000002.png
US-2018050800-A1,"Systems, apparatuses and methods for unmanned aerial vehicle ","Coban Technologies, Inc.","Terry W. Boykin, Stephen M. Bowen",2016-05-09,2017-07-31,2018-02-22,,https://patents.google.com/patent/US20180050800A1/en,https://patentimages.storage.googleapis.com/4b/4f/82/bce87325bd0705/US20180050800A1-20180222-D00000.png
US-2019311367-A1,System and method for using a data genome to identify suspicious financial transactions ,Quantiply Corporation,"Surendra Reddy, Vamsi Koduru",2015-06-20,2019-06-25,2019-10-10,,https://patents.google.com/patent/US20190311367A1/en,https://patentimages.storage.googleapis.com/fd/1f/d1/a118d297133b66/US20190311367A1-20191010-D00000.png
US-2019259033-A1,System and method for using a data genome to identify suspicious financial transactions ,Quantiply Corporation,"Surendra Reddy, Vamsi Koduru",2015-06-20,2019-05-02,2019-08-22,,https://patents.google.com/patent/US20190259033A1/en,https://patentimages.storage.googleapis.com/98/18/e9/5725c8d48ba64e/US20190259033A1-20190822-D00000.png
US-10977737-B2,Training gradient boosted decision trees with progressive maximum depth for parsimony and interpretability ,Liberty Mutual Insurance Company,Brian Ironside,2018-01-10,2018-09-28,2021-04-13,2021-04-13,https://patents.google.com/patent/US10977737B2/en,https://patentimages.storage.googleapis.com/ef/e4/8b/86344ff921e16f/US10977737-20210413-D00000.png
KR-102471665-B1,Edge Intelligence Platform and Internet of Things Sensor Stream System ,포그혼 시스템스 인코포레이티드,"케이엠 말라디 새스트리, 무푸르 라비 티루말라이, 코말라 레디 모한, 라그빈드라 카메쉬",2015-08-27,2016-08-29,2022-11-25,2022-11-25,https://patents.google.com/patent/KR102471665B1/en,https://patentimages.storage.googleapis.com/06/67/c8/34ba4f4ea2d96c/112018020153217-pct00001.png
US-9092802-B1,Statistical machine learning and business process models systems and methods ,Ramakrishna Akella,Ramakrishna Akella,2011-08-15,2012-08-15,2015-07-28,2015-07-28,https://patents.google.com/patent/US9092802B1/en,https://patentimages.storage.googleapis.com/ce/db/dd/aee90140603baf/US09092802-20150728-D00000.png
US-2021026961-A1,Systems and methods for ransomware detection and mitigation ,Cyber Crucible Inc.,"Dennis Underwood, Kyle Nehman, Noah Greenberg, Mark Weideman",2019-07-23,2020-07-21,2021-01-28,,https://patents.google.com/patent/US20210026961A1/en,https://patentimages.storage.googleapis.com/c7/11/cc/1e255c80dde3a1/US20210026961A1-20210128-D00000.png
US-2023171284-A1,Secure application for accessing web resources ,"Authentic8, Inc.","Scott M. Petry, Ramesh Rajagopal, Peter K. Lund, Fredric L. Cox, Adam P. Moore, Leslie L. Dunston",2015-02-20,2023-01-23,2023-06-01,,https://patents.google.com/patent/US20230171284A1/en,https://patentimages.storage.googleapis.com/c6/fa/be/fb934ae9a2571b/US20230171284A1-20230601-D00000.png
US-2020322377-A1,Systems and methods for end-to-end architectures for voice spoofing detection ,"Pindrop Security, Inc.","Khaled Lakhdhar, Parav NAGARSHETH, Tianxiang Chen, Elie Khoury",2019-04-08,2020-04-06,2020-10-08,,https://patents.google.com/patent/US20200322377A1/en,https://patentimages.storage.googleapis.com/ff/f0/09/b35743eafb69d3/US20200322377A1-20201008-D00000.png
US-11088947-B2,"Device, system, and method of pre-processing and data delivery for multi-link communications and for media content ",Liveu Ltd,Baruch Yosef Altman,2017-05-04,2018-05-02,2021-08-10,2021-08-10,https://patents.google.com/patent/US11088947B2/en,https://patentimages.storage.googleapis.com/fc/08/3e/cfa60f3cae42c8/US11088947-20210810-D00000.png
JP-6707331-B2,"Regional big data nodes, ways to improve process plant behavior, systems for supporting regional big data within process plants ","フィッシャー−ローズマウント システムズ，インコーポレイテッド, フィッシャー−ローズマウント  システムズ，インコーポレイテッド","ゾーニオ ピーター, ゾーニオ ピーター, ジェイ． ニクソン マーク, ジェイ．  ニクソン マーク, ケー． ウォズニス ウィルヘルム, ケー．  ウォズニス ウィルヘルム, マイケル ルーカス ジェイ．, マイケル  ルーカス ジェイ．, ディー． ロトヴォルド エリック, ディー．  ロトヴォルド エリック, エル． ブレヴィンス テレンス, エル．  ブレヴィンス テレンス, アール． マストン ポール, アール．  マストン ポール, ケー． ロー ギャリー, ケー．  ロー ギャリー",2014-10-06,2015-10-06,2020-06-10,2020-06-10,https://patents.google.com/patent/JP6707331B2/en,
US-10152858-B2,"Systems, apparatuses and methods for triggering actions based on data capture and characterization ","Coban Technologies, Inc.",Terry W. Boykin,2016-05-09,2017-01-23,2018-12-11,2018-12-11,https://patents.google.com/patent/US10152858B2/en,https://patentimages.storage.googleapis.com/4c/66/0f/09383211330d32/US10152858-20181211-D00000.png
US-10789840-B2,"Systems, apparatuses and methods for detecting driving behavior and triggering actions based on detected driving behavior ","Coban Technologies, Inc.","Terry W. Boykin, Daniel P. Nooner",2016-05-09,2017-10-02,2020-09-29,2020-09-29,https://patents.google.com/patent/US10789840B2/en,https://patentimages.storage.googleapis.com/1d/b9/b1/52a30428424303/US10789840-20200929-D00000.png
US-2018285767-A1,Cloud assisted machine learning ,Intel Corporation,Yen Hsiang Chew,2017-03-30,2017-03-30,2018-10-04,,https://patents.google.com/patent/US20180285767A1/en,https://patentimages.storage.googleapis.com/68/94/9e/1276f342780662/US20180285767A1-20181004-D00000.png
US-11886398-B2,Data supply chain ,International Business Machines Corporation,"Chandrasekhar Narayanaswami, Raj K. Nooyi",2020-02-27,2020-02-27,2024-01-30,2024-01-30,https://patents.google.com/patent/US11886398B2/en,https://patentimages.storage.googleapis.com/be/d1/6c/d955e827ace79b/US11886398-20240130-D00000.png
US-10601836-B2,Observation system ,Innogy Innovation Gmbh,Carsten Stöcker,2016-07-05,2019-01-04,2020-03-24,2020-03-24,https://patents.google.com/patent/US10601836B2/en,https://patentimages.storage.googleapis.com/64/fd/33/b7a76feed0d732/US10601836-20200324-D00000.png
JP-7121166-B2,Method for receiving data within a process control system ,フィッシャー－ローズマウント システムズ，インコーポレイテッド,"エル． ブレヴィンス テレンス, ジェイ． ニクソン マーク, ジェイ． ビューター ケン, ディ． クリステンセン ダニエル, マイケル ルーカス ジェイ．, アール． マストン ポール",2014-10-06,2021-06-16,2022-08-17,2022-08-17,https://patents.google.com/patent/JP7121166B2/en,https://patentimages.storage.googleapis.com/04/c6/31/62f29a41c81652/0007121166000001.png
US-9990687-B1,Systems and methods for fast and repeatable embedding of high-dimensional data objects using deep learning with power efficient GPU and FPGA-based processing platforms ,"Deep Learning Analytics, LLC","John Patrick Kaufhold, Michael Jeremy Trammell",2017-01-19,2017-03-09,2018-06-05,2018-06-05,https://patents.google.com/patent/US9990687B1/en,https://patentimages.storage.googleapis.com/91/a1/3a/83566af3167bfe/US09990687-20180605-D00000.png
US-2023343432-A1,"Intelligent monitoring, interactive, and wireless internet connected medication adherence, analytics, and database solution ","Daya Medicals, Inc. (Canada)",Raca Daya,2017-07-25,2023-06-27,2023-10-26,,https://patents.google.com/patent/US20230343432A1/en,https://patentimages.storage.googleapis.com/34/ef/40/4d1fd4b4d2afcd/US20230343432A1-20231026-D00000.png
US-11131713-B2,Deep learning approach for battery aging model ,Nec Corporation,"Ali Hooshmand, Mehdi Assefi, Ratnesh Sharma",2018-02-21,2019-02-12,2021-09-28,2021-09-28,https://patents.google.com/patent/US11131713B2/en,https://patentimages.storage.googleapis.com/71/cb/1c/120bb63136f4d6/US11131713-20210928-D00000.png
JP-2022009339-A,Platform and system for digital personalized medical treatment ,"コグノア， インコーポレイテッド, Cognoa Inc","ボーガン ブレント, Vaughan Brent, アッバース アブドゥルハリム, Abbas Abdelhalim, ウォール デニス, Wall Dennis",2015-12-18,2021-10-21,2022-01-14,,https://patents.google.com/patent/JP2022009339A/en,https://patentimages.storage.googleapis.com/e8/bc/e6/ae3ae7d235e6a0/2022009339000002.png
US-11121858-B2,Blockchain analytics ,"Microsoft Technology Licensing, Llc","Marc E. Mercuri, Zeyad Rajabi, Eric I. Maino",2017-07-07,2018-05-31,2021-09-14,2021-09-14,https://patents.google.com/patent/US11121858B2/en,https://patentimages.storage.googleapis.com/63/f6/d9/a276bbce97ad62/US11121858-20210914-D00000.png
KR-102605807-B1,Generating ground truth for machine learning from time series elements ,"테슬라, 인크.","아쇼크 쿠마르 엘러스워미, 매튜 바우치, 크리스토퍼 페인, 앙드레즈 카르파티, 조세프 폴린",2019-02-01,2020-01-28,2023-11-23,2023-11-23,https://patents.google.com/patent/KR102605807B1/en,
US-2020118266-A1,Automated segmentation of organ chambers using deep learning methods from medical imaging ,The Regents Of The University Of California,"Michael Rashidi Avendi, Hamid Jafarkhani, Arash Kheradvar",2015-10-14,2019-12-11,2020-04-16,,https://patents.google.com/patent/US20200118266A1/en,https://patentimages.storage.googleapis.com/4e/79/2a/40b44922c8cf43/US20200118266A1-20200416-D00000.png
US-10268168-B2,Adaptive control systems and methods for buildings ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2017-07-14,2019-04-23,2019-04-23,https://patents.google.com/patent/US10268168B2/en,https://patentimages.storage.googleapis.com/2d/9c/c4/9ba95ddb82ccdb/US10268168-20190423-D00000.png
US-11025784-B2,Roaming method ,Innogy Innovation Gmbh,"Carsten Stöcker, Torsten Dahmen, Markus Ludwig Rothkeppel, Ulrich Grepel",2016-09-12,2019-03-12,2021-06-01,2021-06-01,https://patents.google.com/patent/US11025784B2/en,https://patentimages.storage.googleapis.com/91/38/d5/2e24c4e6f3aef4/US11025784-20210601-D00000.png
US-2017296116-A1,Systems and methods for neurologic rehabilitation ,"MedRhythms, Inc.","Owen McCarthy, Brian Harris, Alex Kalpaxis",2016-04-14,2017-04-14,2017-10-19,,https://patents.google.com/patent/US20170296116A1/en,https://patentimages.storage.googleapis.com/a4/f5/dc/0ea46b5bf66d10/US20170296116A1-20171019-D00000.png
KR-102604598-B1,Methods and systems for constructing communication decision trees based on connected positionable elements on a canvas ,오라클 인터내셔날 코포레이션,"타라 유. 로버츠, 마이클 페어메인, 조나단 스타네스비, 케빈 요디, 카렌 수타코른",2017-09-29,2018-09-18,2023-11-22,2023-11-22,https://patents.google.com/patent/KR102604598B1/en,https://patentimages.storage.googleapis.com/28/ba/de/083e2b33adf648/112020043899762-pct00001.png
US-10623498-B2,Automatic updating of care team assignments in electronic health record systems based on data from voice communication systems ,"Vocera Communications, Inc.","Martin SCHLAPFER, David Shively",2015-08-11,2018-06-10,2020-04-14,2020-04-14,https://patents.google.com/patent/US10623498B2/en,https://patentimages.storage.googleapis.com/0a/ec/56/4ab35bb322d8ab/US10623498-20200414-D00000.png
US-2020279464-A1,Certification and distancing display on a user-worn digital badge device for infection prevention ,"Blue Storm Media, Inc.",Gareth John Llewelyn,2017-05-17,2020-05-05,2020-09-03,,https://patents.google.com/patent/US20200279464A1/en,https://patentimages.storage.googleapis.com/e2/82/ad/20a5678e2a5368/US20200279464A1-20200903-D00000.png
US-2019147043-A1,Mood Map for Assessing a Dynamic Emotional or Mental State (dEMS) of a User ,AebeZe Labs,Michael Phillips Moskowitz,2017-09-12,2019-01-03,2019-05-16,,https://patents.google.com/patent/US20190147043A1/en,https://patentimages.storage.googleapis.com/b8/dd/0e/405c84efcaf406/US20190147043A1-20190516-D00000.png
JP-6868954-B2,"Automatic signal processing-based learning in process plants, systems and methods for providing big database learning in process plants, systems for automatically implementing big database learning in process plants ","フィッシャー−ローズマウント システムズ，インコーポレイテッド, フィッシャー−ローズマウント  システムズ，インコーポレイテッド","ジェイ． ニクソン マーク, ジェイ．  ニクソン マーク, ゾーニオ ピーター, ゾーニオ ピーター, ケー． ウォズニス ウィルヘルム, ケー．  ウォズニス ウィルヘルム, マイケル ルーカス ジェイ．, マイケル  ルーカス ジェイ．, アール． マストン ポール, アール．  マストン ポール, ディー． ロトヴォルド エリック, ディー．  ロトヴォルド エリック, エル． ブレヴィンス テレンス, エル．  ブレヴィンス テレンス",2014-10-06,2015-10-06,2021-05-12,2021-05-12,https://patents.google.com/patent/JP6868954B2/en,https://patentimages.storage.googleapis.com/54/7d/8b/aa8d035e10eacb/0006868954-2.png
